patient	TCGA-G9-6343-01	TCGA-G9-6364-01	TCGA-KK-A7B3-01	TCGA-KK-A8ID-01	TCGA-EJ-7125-01	TCGA-G9-7510-01	TCGA-EJ-5522-01	TCGA-2A-A8VX-01	TCGA-G9-6365-01	TCGA-HI-7170-01	TCGA-KK-A59V-01	TCGA-G9-6378-01	TCGA-V1-A9OT-01	TCGA-V1-A8MF-01	TCGA-EJ-8469-01	TCGA-G9-6347-01	TCGA-EJ-5518-01	TCGA-G9-6339-01	TCGA-J4-8200-01	TCGA-J9-A8CM-01	TCGA-G9-6370-01	TCGA-YL-A8SP-01	TCGA-EJ-5514-01	TCGA-VP-A875-01	TCGA-EJ-5515-01	TCGA-HI-7168-01	TCGA-YL-A8HJ-01	TCGA-X4-A8KQ-01	TCGA-EJ-5499-01	TCGA-HC-7233-01	TCGA-V1-A9OH-01	TCGA-EJ-5495-01	TCGA-YL-A8SF-01	TCGA-KK-A6E4-01	TCGA-J4-A83N-01	TCGA-HC-7736-01	TCGA-YL-A9WI-01	TCGA-KC-A4BL-01	TCGA-YL-A9WJ-01	TCGA-EJ-7792-01	TCGA-ZG-A9L9-01	TCGA-YL-A8HM-01	TCGA-V1-A9O5-01	TCGA-EJ-7794-01	TCGA-G9-6379-01	TCGA-G9-6351-01	TCGA-V1-A9OX-01	TCGA-KK-A7B4-01	TCGA-EJ-5524-01	TCGA-V1-A9OL-01	TCGA-CH-5751-01	TCGA-V1-A8MU-01	TCGA-2A-A8VO-01	TCGA-EJ-5510-01	TCGA-V1-A8WL-01	TCGA-EJ-7791-01	TCGA-EJ-5512-01	TCGA-YL-A8HL-01	TCGA-VP-A87J-01	TCGA-VP-A87K-01	TCGA-EJ-A46F-01	TCGA-EJ-5521-01	TCGA-G9-6363-01	TCGA-HI-7169-01	TCGA-EJ-A65F-01	TCGA-EJ-8470-01	TCGA-VN-A88P-01	TCGA-EJ-A8FS-01	TCGA-EJ-5506-01	TCGA-YL-A8SK-01	TCGA-J4-A67N-01	TCGA-M7-A722-01	TCGA-KK-A59Z-01	TCGA-YL-A8SC-01	TCGA-KK-A7B2-01	TCGA-KK-A7AU-01	TCGA-KK-A7AZ-01	TCGA-G9-6366-01	TCGA-HC-7079-01	TCGA-2A-AAYO-01	TCGA-YL-A8SI-01	TCGA-EJ-5531-01	TCGA-EJ-5519-01	TCGA-EJ-A7NN-01	TCGA-KK-A59X-01
category	aliveafter36	aliveafter36	diespre24	aliveafter36	aliveafter36	aliveafter36	aliveafter36	aliveafter36	aliveafter36	aliveafter36	aliveafter36	aliveafter36	diespre24	aliveafter36	aliveafter36	aliveafter36	aliveafter36	aliveafter36	aliveafter36	diespre24	aliveafter36	aliveafter36	aliveafter36	aliveafter36	aliveafter36	aliveafter36	aliveafter36	aliveafter36	aliveafter36	aliveafter36	aliveafter36	aliveafter36	aliveafter36	aliveafter36	diespre24	aliveafter36	aliveafter36	diespre24	aliveafter36	aliveafter36	diespre24	aliveafter36	diespre24	aliveafter36	aliveafter36	aliveafter36	aliveafter36	diespre24	diespre24	diespre24	diespre24	aliveafter36	aliveafter36	aliveafter36	aliveafter36	aliveafter36	aliveafter36	aliveafter36	aliveafter36	diespre24	diespre24	aliveafter36	aliveafter36	aliveafter36	diespre24	aliveafter36	aliveafter36	diespre24	aliveafter36	aliveafter36	diespre24	diespre24	aliveafter36	diespre24	diespre24	diespre24	aliveafter36	aliveafter36	diespre24	aliveafter36	aliveafter36	aliveafter36	aliveafter36	diespre24	aliveafter36
rppa-YWHAE|14-3-3_epsilon	-0.611091695	-0.89001685	-0.412223855	-0.616015145	-0.786078107	-0.513226373	-0.551545074	-0.594879008	-0.533776237	-0.703517689	-0.940406421	-0.524704608	-0.41262575	-0.36520016	-0.93071942	-0.31661184	-0.518976831	-0.524422252	-0.684608056	-0.488953647	-0.876714292	-0.436452874	-0.904649589	-0.600518073	-0.709926362	-0.793925253	-0.483363108	-0.58076587	-0.761431934	-0.65896902	-0.626069558	-0.686028054	-0.459644664	-0.578929027	-0.445387707	-0.893379217	-0.395707027	-0.851988017	-0.370916257	-0.73656204	-0.634570043	-0.703970256	-0.697821021	-0.761253797	-0.422792328	-0.691451169	-0.342077603	-0.687873148	-0.839543371	-0.528189246	-0.723430552	-0.500672692	-0.330215294	-1.000846523	-0.565932991	-0.797741565	-0.770949973	-0.645293108	-0.531332109	-0.766139817	-0.914079996	-0.795452082	-0.678360432	-0.784059984	-0.63756719	-0.887442193	-0.464551368	-0.547569339	-0.700029328	-0.742906528	-0.679555718	-0.412740728	-0.585562382	-1.623242375	-0.48326936	-0.495933433	-0.524955166	-0.335744652	-0.777339869	-0.296163978	-0.357587624	-0.819241368	-0.783614152	-0.525049954	-0.890941329
rppa-EIF4EBP1|4E-BP1	0.237723917	0.043270529	0.504982679	0.038156121	-0.183450125	0.195791557	0.570190926	0.59614069	1.12414595	0.026646047	0.795578326	0.104462539	0.392191363	1.416210028	0.540059631	0.002406147	0.407235972	-0.015971759	0.324474796	0.718204195	-0.327723059	1.260026583	0.561379229	0.386539165	-0.02217675	-0.411789955	0.382768956	0.391672882	-0.042613315	0.526167212	0.190883642	0.548291676	0.684030513	0.745085898	-0.400440997	-0.166205011	1.186223086	0.236568021	-0.067324731	0.113819924	0.428735691	0.45163912	0.462330751	-0.459535306	0.097976731	0.363111919	0.577998876	0.39773218	0.189349042	0.75516008	0.793002829	0.233296931	0.261621346	-0.044078667	0.252460435	0.362680583	0.087708389	-0.02464721	0.165327225	0.207491227	-0.102348232	0.549171657	1.162411578	0.424277715	0.022991705	0.286589008	0.416145081	-0.065362432	-0.132644225	-0.074360169	-0.107713246	-0.215287522	0.232202256	-0.42973329	0.293900333	0.330894427	0.241325693	0.208738284	0.591254945	0.380201563	0.441216862	0.147672209	0.599023622	0.483874877	0.549024532
rppa-EIF4EBP1|4E-BP1_pS65	0.155794803	0.351598485	0.371543484	-0.246203479	-0.117596497	0.064502448	0.421234657	-0.099047088	0.005034814	0.459498817	0.164857887	-0.014036566	0.09139909	0.044185782	0.549324167	0.584722064	0.241442496	0.277375845	0.446190845	-0.339118576	0.362701788	0.01843633	0.290731336	0.480408027	0.156288251	0.34985792	0.130227671	0.063473403	0.697630768	0.568797327	0.013021121	0.765970019	-0.059887658	0.311044112	0.464793755	0.248103018	-0.135455037	-0.069751451	0.023138531	0.42637368	1.29323393	0.07294255	-0.081833401	0.667541918	0.04419448	0.209493504	0.122564772	0.435388939	0.471878334	0.07881091	0.197808041	0.273214524	0.365256175	0.664517056	0.304628837	0.467840421	0.262599209	0.210468436	-0.129474001	0.148292333	0.287268553	0.105258288	-0.072724126	0.36935729	-0.006484494	-0.00149684	-0.042112446	0.263863864	-0.1897387	0.971674447	0.186417344	0.140350187	-0.172779215	0.635234638	-0.025085892	0.193969178	0.05885312	-0.135857113	0.468723807	0.186496628	0.250921958	0.26978666	-0.158210917	0.577941516	0.35070819
rppa-EIF4EBP1|4E-BP1_pT37T46	0.145712413	-0.902600447	-0.413566993	0.092459932	0.449041415	0.113640498	0.209378873	-0.433808334	-0.292959131	-0.444051607	1.610226666	0.103080952	0.180944172	0.198129574	0.032837549	1.190657427	-0.20715432	0.05586003	-0.374099501	-0.856475009	0.146161742	-1.553645524	0.47068838	0.948929356	0.703226224	0.255848988	0.583796847	0.107580689	0.784547361	0.173630827	-0.278388636	0.77468881	-0.025970571	0.806653229	0.851249243	0.829039237	0.064887552	0.027420304	0.630974863	0.350112412	2.161325859	0.385618069	0.965878751	0.31992247	0.798405277	0.151739808	-0.3068376	0.709383545	0.890290902	-0.299385639	1.464838047	-0.671777547	0.202173723	0.390150388	-0.849899201	1.054294475	0.76399131	1.061270498	0.525525446	0.867962016	0.643553745	0.477149369	-1.076103367	0.069631163	0.378379905	0.025903119	-0.668028742	0.771604326	0.378508178	0.898320987	1.101129511	0.200054198	-1.229692258	1.947852096	-0.582184213	0.022470055	-0.387602185	-0.128956215	1.265985644	-0.381046532	0.540587048	0.767367655	-0.237968515	1.04127372	1.169253578
rppa-TP53BP1|53BP1	0.274421923	1.16652069	0.22069285	1.862106117	1.157979859	0.44163815	1.023906058	2.418082564	1.560526428	0.638805857	0.338032772	0.945772584	1.213514146	0.492616873	1.725858047	0.724516145	1.557054756	1.30351899	0.668985762	1.565026029	0.883843437	2.936741556	2.2307022	1.141850266	0.164888171	0.948125153	0.983293054	1.815814175	0.722341146	0.742804953	1.417749248	0.885953959	2.017912583	1.093149762	-0.033954322	1.276987196	1.082776689	1.733893893	0.669192986	0.537317036	0.88028695	1.036807386	1.517134935	0.406937507	0.740567708	1.006514261	1.198717465	2.833552393	1.202315038	2.41313814	2.034085088	1.384726015	0.405022898	1.02774139	1.117429882	0.29709443	0.660006738	1.799521357	1.651901834	2.486083641	1.370200976	1.378795568	1.768337167	1.372528024	1.439051985	0.928342468	0.975173266	0.688574902	1.332834187	0.204179982	1.480792728	1.846052632	0.767982437	0.882062118	1.605263787	2.101325241	1.843397177	0.639940338	-0.23968493	0.670584107	0.489700567	1.51513376	2.025318523	0.971772203	0.717369327
rppa-ACACA_ACACB|ACC_pS79	0.149008956	-0.866611633	-0.642929898	1.106626382	-0.094257471	-0.238949951	0.391304457	-0.301103749	-0.315968694	-0.109278875	0.261942928	0.560328406	-0.001083926	-0.298747267	1.737051544	0.315459874	0.761539119	-0.0491886	-0.100748229	-0.549060072	-0.644858564	-0.887677668	-0.227633754	0.34142058	0.728703412	-0.013165315	0.11628982	-1.043027137	0.601421651	0.030683719	0.117340955	1.13409684	0.134885694	1.492523543	-0.888881318	1.239185053	0.37311183	-0.179081568	0.27695917	0.204575384	0.198268185	0.988582632	1.017599932	-0.115794021	0.042431782	0.108210736	-0.830707369	1.280218238	0.210218515	-0.207081811	1.822483117	-0.613291413	-0.239244446	0.288081864	-1.669530982	0.947950223	0.320031981	1.927673109	1.008660926	1.909110585	0.873575585	0.711473745	-0.239124913	0.06582048	-0.258487984	-0.905636802	-1.199971056	-0.325953357	0.2103935	-0.659875322	0.199594886	0.443580047	-0.301244061	-0.649961766	-0.539830727	-0.546389222	-0.955429274	-0.126146756	-1.802315258	-0.834930422	0.354152225	1.357875063	-0.039248009	0.372105345	1.950441832
rppa-ACACA|ACC1	2.446675985	1.148868765	1.969645128	2.704896599	1.614027208	2.469020507	2.731222437	2.990014983	2.990857441	1.382798121	0.965463529	1.918352676	2.28378874	2.015769159	3.731125609	2.010410596	2.655225955	1.569490107	1.86967063	2.068941554	0.76387879	3.657757209	1.285506097	1.570355056	1.954437788	1.038585591	1.723289413	1.620325404	1.967875917	1.495877872	1.958041845	2.983108206	1.787302902	2.864185881	0.59173105	2.7949357	2.56420533	2.266634208	2.339497153	2.001840909	1.962382601	2.655248809	2.336095164	0.60287864	1.683753029	1.390863326	2.339766704	2.759195475	1.669637009	2.939111699	3.072585716	2.087873731	1.986870785	1.85777243	1.746095594	2.492257127	1.693966654	2.806774746	2.491924281	3.196962266	2.057803512	2.920307483	4.196926421	1.494714634	1.593955621	0.705336945	1.815513275	1.112182398	1.601941552	1.03401686	1.816601002	2.412201062	3.906047006	0.572070603	1.884739848	1.819178092	2.337872618	1.650439617	-1.347694729	1.748932839	1.992548885	3.223775066	2.728087468	1.652662936	3.661213515
rppa-AKT1_AKT2_AKT3|Akt	1.371371975	1.471702945	1.219972372	1.981888558	2.120672789	1.904940796	1.57004959	1.727978655	2.019403538	1.743423152	1.502086938	1.803012029	1.398919944	1.479726831	1.673701583	2.220772306	1.263328195	1.816341659	1.683453567	1.50234503	1.633069252	1.484769483	1.287326332	1.556563328	1.566983142	1.36819057	1.795226446	1.744636152	1.651917567	1.129015702	1.944636155	1.985181184	1.659950526	1.929139268	0.622387425	1.273159778	1.72956634	1.611792825	1.335997595	1.767209371	1.771681585	1.247848645	1.098186785	1.07941208	2.035896691	1.516732846	1.689485186	1.588394029	1.558365565	1.968929017	1.804989201	1.852129414	1.591322901	1.964839935	1.89559948	1.889808186	1.700828373	1.60861982	2.305024502	1.921381181	1.27848906	1.512414911	1.86367688	1.541813661	1.721088892	1.454066587	1.704723239	1.446697402	1.46424726	0.794827964	1.165334335	2.330905574	1.870375341	-0.349478133	1.775932671	0.977429323	2.422405334	1.092296925	0.293304936	1.845334039	1.502341944	1.411832926	1.79451856	1.737427533	1.882465115
rppa-AKT1_AKT2_AKT3|Akt_pS473	-0.180179947	-1.240652834	-0.489375841	-0.698435388	-0.497418725	-0.381155125	-0.27360567	-1.390730261	-0.515932997	-0.374883101	-0.538775491	-0.351606657	-0.476525342	-0.84726539	-0.714847036	-0.479741579	-0.49085402	-0.822943336	0.090566129	-1.382418159	-0.102664997	-1.959526315	0.072593033	-0.437748396	0.063665881	-0.214648532	0.354174942	-1.204445878	-0.026735033	-0.392183457	-0.703065748	0.928274966	-0.911454171	-0.546056168	1.036246298	-0.076613437	-0.745307418	-0.574218399	-0.141442485	-0.080479921	0.13159235	-0.902484021	0.623336878	0.034908837	-0.473082495	-0.316510518	-1.070576326	0.000919352	1.227563965	-0.91845393	-0.545617059	-1.026160495	-0.054392118	0.602041393	-0.169082719	1.272372912	0.456132942	0.846758923	0.820337821	-0.8451305	-0.057049113	0.052836694	-1.311293614	-0.07491901	0.084898216	-0.582334492	-1.390537688	0.498726528	-0.043290639	-0.012466954	1.127223469	-0.57201495	-1.372040621	-0.352385039	-1.473589484	-0.936303272	-1.645288691	-0.398787784	0.297617658	-1.04397604	-0.614052256	0.805016561	-0.702749335	0.02764459	-0.326299222
rppa-AKT1_AKT2_AKT3|Akt_pT308	0.313049864	-0.068474624	0.47334703	0.031929227	-0.146663989	-0.069720592	0.052529993	-0.45859548	-0.133603301	0.255157903	0.072030828	0.53684211	1.018561991	-0.252921423	-0.107987959	0.195535277	-0.088552886	0.24263459	0.633344413	-0.591982405	0.421023157	-0.928044357	0.400257614	0.044371411	0.328346034	0.182774126	0.715379752	-0.482304324	0.281449976	0.160542376	0.276065006	1.083054706	-0.537747546	-0.028592728	1.569788879	0.228630351	-0.266990108	-0.17372167	0.212841077	0.401705796	0.541161045	-0.401961679	1.028957081	0.468170468	0.528704624	0.055808078	-0.23756341	0.398031398	1.41149155	-0.298962586	-0.091395156	-0.136579354	0.559089392	0.942672181	0.519590955	1.556232212	0.685455	1.126744528	0.880579413	-0.315928287	0.590324713	0.498286439	-0.533738736	0.848699176	0.547017277	0.136694656	-0.305233708	0.618207743	0.327959971	0.515677258	1.594538513	0.047365419	-0.704357236	-0.097661694	-0.415706128	-0.017972925	-0.671324436	0.126865142	0.518626157	0.316453833	0.041703154	1.260830408	-0.418574579	0.601304989	0.245321251
rppa-PRKAA1|AMPK_alpha	1.005591428	1.18024391	0.865918287	0.739510467	1.244265133	0.87916612	1.161645991	1.055851402	1.095675218	1.241625485	0.529245087	1.112981554	0.884386443	0.809509796	1.045560549	1.014300749	0.985622911	0.980806802	1.106066747	0.573190411	1.125880541	1.230829912	0.799764887	0.641327472	1.150209629	0.892309097	0.789012488	0.694268357	1.232663337	0.874685741	0.755804415	1.213091887	0.724057286	1.012085185	0.66823122	0.862212942	0.735045899	0.820469504	0.726377578	1.152339118	1.15620751	0.766144754	0.548442482	0.993185457	0.826845121	1.080943112	0.705519861	0.715236661	0.96036651	0.752532509	0.694192341	0.893613449	0.913484511	1.17759895	1.031638623	1.184337177	0.892905014	0.738710846	0.778531689	0.965651606	1.067556891	0.942141581	1.064743408	1.113543023	0.950508311	0.790994003	0.715679572	0.938475569	0.900034681	0.873448705	1.184246755	0.941467246	0.948573754	1.75917392	1.109589017	0.810172759	1.287435061	1.088236307	0.110100763	0.904524081	1.064807468	0.881513237	1.368235651	1.091134444	1.061519764
rppa-PRKAA1|AMPK_pT172	1.459078611	1.552585746	2.030104803	2.129896819	3.020052552	2.342245897	3.017181778	2.02081766	2.706895667	1.790605745	1.735305524	2.186845427	1.866196541	1.653929741	2.948611884	1.824915378	2.36998921	1.754441358	2.339395832	1.733072522	2.452744202	1.527567922	2.568360395	2.40181462	1.686099175	2.138400106	2.37237471	2.146094629	2.078933874	2.169525715	1.945987439	2.803052457	2.606090478	2.843101631	1.176965442	2.137488743	2.355455297	2.343213019	2.026357283	2.617093857	2.949101715	3.070996521	2.309212436	1.855689469	1.96275078	2.189265288	1.931316677	2.703495925	2.51302814	2.584728858	2.642347584	2.492157195	2.402624555	2.659816008	2.115585802	2.736024354	1.746283793	2.239083781	2.992524873	2.879748378	2.049119287	2.577643318	1.734276041	1.602985751	2.570536826	2.628977483	1.57637043	2.332513946	2.317725194	2.709890793	2.485969593	2.43371423	1.746377124	0.495024747	1.949697979	1.392555912	2.997001785	2.77360846	0.992798267	1.321108495	2.657824471	2.729907919	3.364123118	1.668800763	2.418746912
rppa-AR|AR	2.220352958	1.302007563	2.48164134	3.277722066	3.254590232	2.673258527	3.201027471	2.725172594	2.652983255	2.446397074	2.065458691	2.915715534	2.920645586	0.84233597	3.152601311	3.350373161	1.930577217	2.433066904	1.830422312	1.4347608	1.061617718	3.161900234	1.120315846	3.067595773	2.808470421	2.07765083	2.190186116	2.848536245	2.670454794	2.177307278	2.033925875	3.074788502	2.498532178	4.221006657	0.990498696	2.650904729	3.350051934	2.479636924	1.771439806	2.84045811	1.868978606	2.951255675	1.993220497	2.039741736	2.641447963	2.01293198	2.653058004	4.376537456	2.609915578	3.090947249	3.690558685	1.517477076	2.367455283	2.419455979	2.391132814	2.70817737	2.670728558	3.107040754	2.570502801	4.561479643	2.142204604	1.746323882	2.634080217	1.500366277	1.690185041	0.938222878	2.396414273	1.857255584	2.540001902	1.46843639	3.069415187	3.475393275	2.249803012	-0.358797165	2.079500159	1.939976773	3.368871165	2.026539832	-0.209679385	2.688111938	3.245457633	2.571566585	2.445159784	2.819395741	2.257302953
rppa-ASNS|ASNS	-0.862050857	-0.887799792	-0.932655057	-1.357951641	-1.411987246	-0.809852299	-0.937541116	-1.297408367	-0.802795882	-1.197190697	-0.911568706	-0.65903424	-1.332224612	-0.934128274	-0.666653568	-1.031375834	-0.960366801	-1.35885325	-0.949915162	-0.937659632	-1.082717934	-0.868782762	-1.125097234	-1.144387258	-1.037279184	-1.585365915	-1.060802906	-0.437194419	-1.215500045	-1.048078732	-1.018201745	-0.983926411	-0.599386889	-0.859785047	-1.138573162	-1.308999118	-0.941450876	-1.044723618	-0.989376169	-0.804421413	-0.887067409	0.058645566	-0.630594534	-1.389922095	-0.877070088	-1.040975053	-0.588604553	-0.758622991	-1.116325858	-0.969587871	-0.946707295	-1.17842835	-0.520845356	-1.189661918	-1.266859002	-1.363210341	-1.022061786	-1.30888625	-0.884174078	-1.027930996	-1.207205892	-0.67614977	-0.550752953	-1.671550484	-0.754650653	-0.392776284	-1.371413779	-1.110259054	-1.152521914	-1.077248734	-1.439862496	-1.443921136	-0.186005931	-0.712861633	-0.986564818	-1.290333146	-0.951853739	-0.20865457	-1.070852857	-0.890587233	-1.186682935	-0.880744675	-0.166917435	-1.286170853	-0.642118085
rppa-ATM|ATM	2.138133781	1.410155925	1.883705037	1.300253799	0.97587735	1.843791316	2.468871564	1.54560947	2.029809587	2.018449671	2.423953171	2.600996992	1.654558783	1.523555392	2.970998678	2.021387596	1.342854541	1.325060258	1.89687217	1.798471086	1.952320052	1.792985428	2.084218223	1.494119725	1.688266814	1.674287953	1.858813161	1.735821848	1.656463107	2.026482175	1.320478528	2.508827599	1.040038912	2.867367095	0.208692734	1.962940449	1.645763527	2.327074	1.478434966	2.282342241	1.716016697	1.730962934	1.922622037	1.263365525	2.192609642	1.771907587	1.523618033	2.41485854	2.027065118	2.884746795	2.042994141	1.475396715	1.82593216	2.006202649	1.73492428	1.988664157	1.378969871	1.153633451	1.807176208	1.923562761	1.799212007	1.753099508	2.116013583	1.025011168	1.942860157	3.010537109	1.609753803	1.900806393	2.282344298	0.227593556	1.37089936	2.300816124	1.569487399	0.540386975	1.980628883	1.778471144	2.409840631	2.386639357	0.603407493	1.274243139	1.930956639	2.176752079	2.15247897	0.892169593	0.607198706
rppa-BAK1|Bak	0.78099532	0.783859613	1.121957276	0.715923916	0.645720868	1.076605943	0.82256046	1.713073992	0.95912971	0.96248489	0.725117371	0.780204314	0.679969747	0.925452274	0.607392035	0.817359906	0.727712318	0.551569356	0.978221	0.575082174	0.170889053	0.950931873	0.822184716	0.61551662	0.672334377	0.841347093	0.442881797	1.423460187	0.670079328	1.047945888	0.693450009	0.451178689	0.420127581	0.543185761	1.018613056	0.043906652	1.169461157	0.666028671	0.582031528	0.781006148	0.733614148	0.780799277	0.409302002	0.906024836	0.965452783	0.861533714	0.611662119	1.113595352	0.457724009	0.514219722	0.858304994	0.463239153	0.633464373	0.244828869	0.483947723	0.675093639	0.901661627	0.268858033	0.542011316	0.437463886	0.914693959	0.518925382	1.222290997	0.749952735	0.500700419	0.537136635	0.458237203	0.551043645	0.507000458	0.476792365	0.105700386	0.678318949	0.975317464	0.399017717	0.85746209	0.802561047	0.68088417	0.995986632	2.061243627	0.811118382	0.659238761	0.532038793	0.740280053	0.319770345	0.385599192
rppa-BAX|Bax	0.951209386	1.415500598	1.203526658	0.67981029	1.135630654	1.056213552	1.187276909	1.462918306	1.468651015	1.33221618	0.89660042	1.702307375	1.099277003	1.181254123	1.228482305	1.094051635	0.777302952	0.859397184	1.018923024	1.25026175	1.139655725	0.988879247	0.848195941	0.754765506	0.726316305	0.794069884	0.884927012	1.174099007	0.812683288	0.827602259	0.833567061	1.540693377	1.060776282	1.163954122	0.818914314	0.64750062	0.821112814	1.074644031	1.223045196	0.88981356	1.160415017	0.898817103	0.636332635	0.701072896	1.158186662	0.916718681	0.823046752	0.753425394	0.997530136	1.110558669	0.788103248	0.946495778	1.030711749	0.982634288	1.009236066	1.094787878	0.902643679	0.769672306	1.295681943	0.907536323	0.852691717	0.798333106	1.179810092	1.146085509	0.915404436	1.94365476	0.976667335	0.746334488	0.945964483	0.695395484	0.932409454	1.028704077	1.074156467	1.367478836	1.16544301	0.940404055	1.098887008	1.099442076	1.719814123	1.381230175	1.039364575	1.201432893	1.024768909	0.763244153	1.117607508
rppa-BCL2|Bcl-2	-0.730869096	-0.551182701	-0.518740905	-0.356065338	-0.621641397	-0.296976799	-0.453980822	-0.09241357	-0.444036581	-0.247509697	-0.486789239	-0.642736549	-0.463248695	-0.430343131	-0.703918249	-0.267265053	-0.793188293	-0.711378283	-0.444175121	-0.581382781	0.014405651	-1.226466201	-0.753692519	-0.776512196	-0.773725399	-0.194087013	-0.439808956	-0.690546112	-0.426634594	-0.628572974	-0.719487662	-0.838053608	-0.970320202	-0.9593802	-1.07419306	-0.634708604	-0.276233774	-0.452244727	-0.635462554	-0.346612343	-0.406336238	-0.536992823	-0.747142752	-0.262101213	-0.205526102	-0.351073445	-0.538387299	-1.07829301	-0.533983722	-0.805866451	-0.424634021	-0.844517719	-0.585915756	-0.658075931	-0.757686684	-0.504597392	-0.570219543	-1.147645397	-0.978162679	-0.940663466	-0.416675031	-0.83842345	-0.531798228	0.109550794	0.11446829	0.160438084	-0.238448903	-0.773041822	0.139354638	-0.697663249	-1.042981826	-0.487264258	-0.637103662	-0.928812769	-0.378874396	-0.343135122	-0.672541434	-0.624667546	0.900936565	-0.511231619	-0.700881492	-0.698214329	-1.004805701	-0.717734722	-0.949201955
rppa-BCL2L1|Bcl-xL	0.23769882	-0.14187266	-0.418821182	-0.541884665	-0.162886462	0.097009227	-0.393004586	-0.285281792	-0.258203101	0.037696598	-0.091070093	-0.323412834	-0.543827173	-0.312373635	-0.20463215	-0.584428443	-0.260931684	-0.427175432	-0.240669663	-0.394921079	-0.254579041	-0.499423105	-0.431878199	-0.647190555	-0.44383331	-0.102019839	-0.646185209	-0.35303901	-0.436021042	-0.373667705	-0.503331018	-0.214790098	-0.65417706	-0.604960384	0.952261496	-0.35538397	-0.512941385	-0.476919213	-0.338943172	-0.344979083	-0.562839435	-0.452859586	-0.843972465	0.716704086	-0.498140272	-0.373372822	-0.302038871	-0.463940552	-0.606135117	-0.423834482	-0.434073279	0.583867343	-0.405961371	-0.305592609	-0.352270116	-0.231810559	-0.127392032	-0.625489582	-0.665297723	-0.688539942	-0.260680115	-0.336601064	-0.091380879	-0.198560343	-0.092054243	-0.271696266	-0.359999096	-0.366135718	-0.504016326	-0.761145352	-0.631244313	-0.461139978	0.343069299	-0.663595501	-0.461282546	-0.535379806	-0.481600407	-0.241492011	0.126786206	-0.303008607	-0.56251573	-0.199911868	0.304777899	-0.55958152	-0.201715273
rppa-BECN1|Beclin	-0.674253918	-0.685420816	-0.577642366	-0.57201094	-0.765811047	-0.743576786	-0.641282222	-0.449339013	-0.779341103	-0.721056406	-0.677249791	-0.679086931	-0.798555324	-0.511674174	-0.567141996	-0.318641126	-0.639355039	-0.454736375	-0.736463003	-0.873691848	-0.552522077	-0.660632792	-0.663384247	-0.697348794	-0.778555404	-0.738932514	-0.679058543	-0.868722593	-0.668913905	-0.632905148	-0.77317144	-0.669889191	-0.86619708	-0.540106389	-0.439851083	-0.757632923	-0.34466986	-0.830335048	-0.600387174	-0.653049085	-0.83145368	-0.67543941	-0.626200873	-0.816464602	-0.471070005	-0.743980198	-0.717101962	-0.547280164	-0.802865986	-0.612207205	-0.849277872	-0.822713457	-0.62347312	-0.849358601	-0.782644686	-0.794502693	-0.754422986	-0.866368313	-0.643926123	-0.914616375	-0.789507848	-0.711615857	-0.6330791	-0.848496064	-0.787937824	-0.653065081	-0.578384237	-0.722627474	-0.815689993	-0.749279921	-0.542608161	-0.764994006	-0.581405678	-0.101488638	-0.710664463	-0.769452883	-0.893263985	-0.719111806	-0.844188585	-0.554190463	-0.68994723	-0.84942738	-0.84289742	-0.542674203	-0.816023236
rppa-CTNNB1|beta-Catenin	1.75781362	2.879442744	2.263644434	2.659946694	4.387494339	2.834497475	2.982816995	3.279128565	4.186042724	3.102713408	2.490834625	2.981697164	2.030637	2.469478009	3.341975587	1.679641653	2.907984659	3.080492668	3.094741	1.986365159	1.809119833	2.636034003	3.197279843	2.446215723	3.10527285	2.423899111	2.117600374	2.328039393	3.266846719	2.525434115	2.541437655	3.176883296	2.285582907	2.656339817	0.931373142	3.085598603	2.854940448	2.907682392	1.142617075	2.619102126	1.243904991	2.470383995	2.009031908	1.508417316	1.351836173	3.037114923	2.386589193	2.673145392	3.075620558	2.85927024	2.835768846	2.363113226	1.888035453	3.729354526	2.708674849	2.797239458	3.865556698	3.155099962	3.249211089	2.815854317	2.309435703	3.415111733	4.28001055	3.130304932	2.691527055	1.315163527	2.107410913	2.097344776	3.363912851	0.712986544	2.143923688	3.104227749	2.930768843	0.90036768	2.777513949	2.226653982	3.194973222	2.641238208	0.314189284	2.059052915	1.73228406	3.116450588	3.632662755	2.24288983	2.749248622
rppa-BID|Bid	0.615992451	0.960011304	0.847045877	0.35993428	0.490071121	0.538971361	0.547438461	0.626965386	0.373445707	0.682456666	0.534026355	0.68487932	0.810469338	0.518136682	0.841317256	0.667228131	0.393012588	0.862592746	0.742278835	0.513139949	0.562507921	0.650398511	0.425038337	0.500998469	0.55339467	0.519487629	0.434531568	0.550222577	0.517262985	0.461458064	0.519862664	0.507563204	0.475478855	0.622780472	1.36862981	0.325951581	0.394994939	0.61492396	0.621221522	0.595849686	0.888690019	0.240083644	0.15358812	0.628300234	0.538895448	0.652050119	0.674681129	0.453375646	0.428771096	0.50922602	0.465512361	0.892318364	0.869709487	0.650080117	0.783436863	0.389364928	0.610877247	0.353946363	0.40443983	0.492980473	0.527833459	0.388866832	0.537653533	0.618617396	0.456945374	0.774151117	0.702323362	0.813921086	0.410655574	0.911334225	0.739478454	0.472000416	0.678257814	1.746619897	0.594398945	0.669493679	0.730770164	0.502054642	1.048886807	1.02887303	0.779831703	0.403922971	0.435394073	0.707256494	0.639367087
