patient	TCGA-G9-6343-01	TCGA-G9-6364-01	TCGA-KK-A7B3-01	TCGA-KK-A8ID-01	TCGA-EJ-7125-01	TCGA-G9-7510-01	TCGA-EJ-5522-01	TCGA-2A-A8VX-01	TCGA-G9-6365-01	TCGA-HI-7170-01	TCGA-KK-A59V-01	TCGA-G9-6378-01	TCGA-V1-A9OT-01	TCGA-V1-A8MF-01	TCGA-EJ-8469-01	TCGA-G9-6347-01	TCGA-EJ-5518-01	TCGA-G9-6339-01	TCGA-J4-8200-01	TCGA-J9-A8CM-01	TCGA-G9-6370-01	TCGA-YL-A8SP-01	TCGA-EJ-5514-01	TCGA-VP-A875-01	TCGA-EJ-5515-01	TCGA-HI-7168-01	TCGA-YL-A8HJ-01	TCGA-X4-A8KQ-01	TCGA-EJ-5499-01	TCGA-HC-7233-01	TCGA-V1-A9OH-01	TCGA-EJ-5495-01	TCGA-YL-A8SF-01	TCGA-KK-A6E4-01	TCGA-J4-A83N-01	TCGA-HC-7736-01	TCGA-YL-A9WI-01	TCGA-KC-A4BL-01	TCGA-YL-A9WJ-01	TCGA-EJ-7792-01	TCGA-ZG-A9L9-01	TCGA-YL-A8HM-01	TCGA-V1-A9O5-01	TCGA-EJ-7794-01	TCGA-G9-6379-01	TCGA-G9-6351-01	TCGA-V1-A9OX-01	TCGA-KK-A7B4-01	TCGA-EJ-5524-01	TCGA-V1-A9OL-01	TCGA-CH-5751-01	TCGA-V1-A8MU-01	TCGA-2A-A8VO-01	TCGA-EJ-5510-01	TCGA-V1-A8WL-01	TCGA-EJ-7791-01	TCGA-EJ-5512-01	TCGA-YL-A8HL-01	TCGA-VP-A87J-01	TCGA-VP-A87K-01	TCGA-EJ-A46F-01	TCGA-EJ-5521-01	TCGA-G9-6363-01	TCGA-HI-7169-01	TCGA-EJ-A65F-01	TCGA-EJ-8470-01	TCGA-VN-A88P-01	TCGA-EJ-A8FS-01	TCGA-EJ-5506-01	TCGA-YL-A8SK-01	TCGA-J4-A67N-01	TCGA-M7-A722-01	TCGA-KK-A59Z-01	TCGA-YL-A8SC-01	TCGA-KK-A7B2-01	TCGA-KK-A7AU-01	TCGA-KK-A7AZ-01	TCGA-G9-6366-01	TCGA-HC-7079-01	TCGA-2A-AAYO-01	TCGA-YL-A8SI-01	TCGA-EJ-5531-01	TCGA-EJ-5519-01	TCGA-EJ-A7NN-01	TCGA-KK-A59X-01
category	aliveafter36	aliveafter36	diespre24	aliveafter36	aliveafter36	aliveafter36	aliveafter36	aliveafter36	aliveafter36	aliveafter36	aliveafter36	aliveafter36	diespre24	aliveafter36	aliveafter36	aliveafter36	aliveafter36	aliveafter36	aliveafter36	diespre24	aliveafter36	aliveafter36	aliveafter36	aliveafter36	aliveafter36	aliveafter36	aliveafter36	aliveafter36	aliveafter36	aliveafter36	aliveafter36	aliveafter36	aliveafter36	aliveafter36	diespre24	aliveafter36	aliveafter36	diespre24	aliveafter36	aliveafter36	diespre24	aliveafter36	diespre24	aliveafter36	aliveafter36	aliveafter36	aliveafter36	diespre24	diespre24	diespre24	diespre24	aliveafter36	aliveafter36	aliveafter36	aliveafter36	aliveafter36	aliveafter36	aliveafter36	aliveafter36	diespre24	diespre24	aliveafter36	aliveafter36	aliveafter36	diespre24	aliveafter36	aliveafter36	diespre24	aliveafter36	aliveafter36	diespre24	diespre24	aliveafter36	diespre24	diespre24	diespre24	aliveafter36	aliveafter36	diespre24	aliveafter36	aliveafter36	aliveafter36	aliveafter36	diespre24	aliveafter36
rppa-NDRG1|NDRG1_pT346	-0.947704768	-1.549877659	-1.518357876	-0.286911402	-1.174037577	-1.057399839	-1.074021505	-1.443142356	-1.033534579	-1.407110335	-0.984710077	-0.807017916	-1.550086437	-0.785677262	-1.684608446	-1.014149926	-0.842463363	-1.403332385	-1.183423286	-1.196244613	-1.154282815	-1.931964543	-1.400018602	-0.900479617	-0.849284573	-0.312126214	-0.74601967	-1.290594288	-0.836474037	-1.090146121	-1.384447678	-1.001327222	-1.561459058	-1.325243648	-0.748833128	0.74387512	-0.550437153	-1.198490783	-1.005244299	-1.262296424	0.509439931	-0.93059488	0.718757581	-0.833391869	-1.247755694	-0.525948984	-1.404872858	-0.188050303	-0.096649514	-1.299500202	-0.744567907	-1.66531763	-1.084971007	-0.160245103	-1.773450332	-0.972605128	-0.626790011	1.216081606	-0.810828523	0.467005864	-0.724967224	-1.023740411	-1.329613219	-0.943695734	-0.773524479	-1.044081257	-1.459507043	-0.471267152	-0.55737074	-1.483364868	-0.621285702	-0.973876758	-1.212746702	-0.420345163	-0.391268563	-1.292069055	-1.787608553	-0.683238571	-0.587678148	-1.63629111	-1.211994381	-0.633149715	-1.374980427	-0.393424145	-0.884181789
rppa-CDKN1A|p21	-0.081344529	0.701069582	-0.593536307	-0.174967823	0.015454449	0.249043265	-0.090329603	-0.717597383	0.280093562	0.195702684	0.032650001	0.087174454	-0.618926659	-0.498138206	-0.426438876	0.692105833	-0.309272778	0.427489741	0.077232133	-0.669417627	0.022892958	-0.86040408	0.149912567	0.450850389	-0.294657661	0.516247075	-0.605619462	-0.704973584	-0.245477884	-0.070495325	-0.788263587	-0.109510721	-0.886925088	0.074868393	-0.064100346	-0.343060169	-0.284187413	-0.28776135	0.253959695	0.069563941	-0.414787839	-0.781176599	0.076672898	-0.075981456	0.485763382	0.38495211	-0.556867534	-0.608767173	-0.340616011	-0.749119633	0.012561279	-0.620136705	-0.654089175	-0.337725787	-0.779611171	-0.237885331	-0.388204886	0.025483943	-0.705004125	-0.887681788	-0.283437778	-0.357340482	0.459607064	0.439091778	-0.694450606	0.684520043	-0.633741336	-0.618584752	-0.554996521	0.152710577	-0.043922699	-0.709913495	-0.141092593	1.479402008	-0.808948389	-0.65828432	-0.730262683	-0.040911515	1.094590852	-0.455960473	0.508628356	-0.036750342	-0.227335649	0.692840312	-0.13485401
rppa-CDKN1B|p27_pT198	-0.030358953	-0.131834882	0.128398981	0.041467634	-0.127035176	-0.04105872	-0.037807461	0.049822151	-0.080108851	-0.154464956	0.053632528	-0.101448203	-0.023216569	0.098450827	-0.092769332	0.034794033	-0.130839379	-0.019915808	-0.083436065	-0.022598826	-0.140877499	0.313813727	-0.10336836	-0.119517417	-0.166928943	-0.081354627	-0.101062049	0.162125671	-0.119230541	-0.15987829	-0.075618231	-0.124782004	-0.115662214	0.138219519	0.441738448	-0.067984201	0.055866554	0.077286337	0.026385417	-0.100669516	0.102382417	-0.161748699	-0.277215173	-0.103223446	0.262089983	-0.100858829	0.024557467	-0.086045375	-0.095326435	0.019298402	0.037242962	-0.063591197	0.007572294	-0.184564996	0.033923373	-0.153083317	-0.110033987	0.00738199	-0.113804871	0.082880231	-0.155720833	-0.160733134	-0.135934346	-0.113519849	0.097046657	0.043716629	-0.087979535	0.297927733	-0.157832811	0.036491497	0.233839326	0.129412369	0.017053879	1.030460884	0.253153582	0.276457317	0.221615042	-0.017457787	0.403709519	-0.046164274	0.091253701	-0.125754267	-0.080125452	0.016630519	-0.206577895
rppa-RPS6KA1|p90RSK	-0.089797344	-0.569542656	-0.348662984	-0.2839746	-0.022813612	-0.140777016	0.079133718	-0.091720683	-0.090768005	-0.157778556	0.098419288	-0.105631859	0.015103609	-0.11255718	0.255814624	-0.135170145	-0.042482252	0.071385733	-0.129268979	0.088707986	-0.241133603	-0.034095074	-0.133526298	0.097979139	0.205293762	-0.414123905	-0.010649338	-0.211927478	-0.053447985	-0.137174478	-0.084777422	-0.054189348	-0.010803522	-0.083235053	-0.441293985	0.284962417	-0.168974004	-0.257290067	-0.122390299	0.01866302	-0.289957179	-0.22577499	-0.381229699	-0.107801853	-0.002408187	-0.03939458	0.06313716	-0.1470945	-0.203921124	0.160555009	-0.153909312	-0.042060992	-0.152117914	-0.163965533	-0.034330595	0.038588182	0.033988519	-0.0309825	0.173683738	0.139615392	-0.25967134	0.16703065	0.105645158	-0.274839009	0.14314392	-0.134538117	-0.108643053	0.205740338	0.072292666	-0.492892584	-0.307090584	-0.352904217	-0.513380694	-0.584187697	0.223906472	-0.1050518	-0.024144	0.043783234	-0.721257535	-0.176809887	-0.120196748	0.080116834	0.620976948	0.184595891	-0.31718724
rppa-PDCD4|PDCD4	1.165733736	0.590919085	0.227825533	1.583682093	2.172461833	0.971261968	0.979973661	1.265884849	1.065261261	1.116090663	2.049670267	1.498110913	0.835112293	1.11707631	0.648233634	1.31536229	1.108980413	1.171394958	0.916381124	0.563760832	1.573272894	0.479252687	1.46861433	1.430114606	1.289897619	1.039369145	1.739974085	0.928729559	0.954685151	1.082750336	0.726394514	2.20914933	0.298729761	2.12670754	1.393243369	2.261536033	1.298531222	0.851483892	1.657589854	1.539748344	1.167466461	1.015314183	1.318796009	1.110178535	1.579655263	0.873003388	1.00783181	0.601618343	1.625504374	0.233068036	1.237614064	0.72452908	1.641999716	1.384465927	0.784055525	2.019163845	1.90472674	1.222067811	1.509414415	1.087908497	1.166397146	1.073185287	0.635832664	1.077058202	1.638301913	1.898445105	0.970632825	1.446411076	1.358662061	1.110358882	1.092719585	1.865842414	0.324291805	0.720870958	0.826604426	0.751313151	0.651630792	1.160929818	1.174219071	1.503907049	2.2044091	1.618682249	1.238851538	1.747022357	2.247214378
rppa-PDK1|PDK1	0.103649235	-0.06953754	-0.115558801	0.157364001	0.113652596	0.367962417	-0.297124114	0.554702648	0.204269424	-0.058283985	-0.220380145	0.441807498	0.032261554	0.103043235	0.090114904	-0.092977323	-0.125876322	0.127655325	0.300475732	-0.107736616	-0.165104644	0.639830563	0.033626338	-0.200093208	-0.018411163	-0.200086768	-0.050119686	0.212319445	-0.041645019	-0.148945886	-0.063887596	-0.341944341	-0.112637796	0.058053802	-0.087995587	-0.235453977	-0.184321321	0.523586148	-0.115414819	-0.017942464	0.157036947	0.134122454	-0.643726663	-0.236746285	0.06592918	0.020320291	-0.002308005	0.379111656	-0.23245269	0.484310192	-0.143253733	-0.028909334	0.244599951	-0.207022936	0.260895593	-0.078364063	-0.022441719	-0.179729029	0.160041536	0.22352814	-0.166966636	-0.051819985	0.339568833	0.071836184	-0.136153241	0.108322239	0.286607	-0.361913923	-0.145780325	-0.434729467	0.040423274	0.173782507	0.430906725	-0.695340946	0.138781204	0.13972718	0.49693191	0.305712893	-0.449028151	0.102523285	0.111268177	-0.017339367	0.277629841	0.061724714	0.032410628
rppa-PEA15|PEA15_pS116	-0.001611546	0.895365635	-0.05778093	-0.402171055	1.121332009	0.155686473	-0.059200337	0.081560678	-0.199430035	0.355247259	-0.630301732	-0.154769257	-0.277945492	-0.850315202	0.015245224	-0.157496398	-0.210842873	0.245009336	-0.053698796	-0.875019662	-0.015933677	-0.007088138	-0.337772196	-0.581530371	0.084247859	-0.168942285	-0.631469266	-0.648804682	0.164303098	-0.077732503	-0.525301388	0.267878549	-1.21243125	-0.234466583	0.007557218	-0.337647968	-0.672055138	-0.236196726	-0.036645702	-0.203147514	0.089541426	-0.61491016	-0.780697759	-0.084673938	-0.88472	-0.171331683	-0.265336082	-0.165975892	-0.180878681	-0.128268495	-0.277117034	-0.378607998	-0.410862977	0.828362914	-0.539042709	-0.391265305	0.050492981	-0.507121815	-0.825412122	-0.647495083	-0.421288896	0.25620952	0.285368337	-0.008318999	-0.675452812	-0.147106589	-0.585728975	-0.581751358	-0.447775415	-0.272812942	-0.401884208	-0.599543011	1.421700387	-0.442518727	-0.333645125	-0.021578007	-0.48844949	0.021183754	1.491222589	0.653253425	-0.501635936	-0.182495482	-0.330076384	0.171000633	0.0891988
rppa-PIK3R1_PIK3R2|PI3K-p85	1.640075222	1.359815877	2.058086282	1.664953423	1.670808126	1.379546525	1.584165699	1.763247459	1.324456188	1.656161429	1.854781359	1.707962386	1.569746838	1.755095091	1.509214755	1.825928224	1.289570534	1.6844033	1.673349699	1.526796371	1.600183541	1.485158696	1.581880816	1.419023458	1.510198501	1.174955189	1.963940866	1.462005408	1.570176684	1.439483675	1.507677244	1.517182703	1.435474958	1.750327031	1.378787332	1.299196996	1.649286582	1.403357363	1.858774361	1.558552558	1.865298745	1.403197931	1.518011036	1.39212251	1.731286025	1.373682526	1.653213782	1.276925671	1.52414096	2.105486178	1.543390297	1.556379446	1.748687934	1.773251845	1.972573608	1.578609719	1.419413446	1.400093932	1.705379678	1.576413583	1.460752315	1.474005558	1.508268729	1.29683081	1.530031128	2.213335506	1.995229163	1.520975975	1.287640287	1.552290429	1.509852036	1.79313121	1.548371548	0.371872376	1.639285114	1.560099556	1.652401598	1.818716938	1.3714712	1.942907015	2.019798402	1.465759888	1.326435835	1.708655806	1.603378542
rppa-PRKCB|PKC-pan_BetaII_pS660	1.320352312	1.345257567	1.153148638	1.718581031	2.579448628	1.102890172	1.384413004	0.308639242	1.800946513	2.628374402	2.060548329	1.692608405	1.296687182	0.651352348	1.094852202	1.689136124	1.036399607	1.528483698	1.86591332	1.127164016	2.444234862	0.411366994	1.393263301	1.490391996	1.72692912	1.556488067	1.811171545	0.760193082	2.309466823	1.449086283	0.965082047	1.935520462	1.309625434	1.526598957	0.849369561	1.743895858	0.745111831	1.194681835	1.0833049	2.057836495	1.144147046	1.141852779	1.441434423	2.550383659	1.51562455	2.159624783	1.313970646	0.992978514	1.814211611	0.958657109	1.9683511	1.463536767	1.246701046	2.623114231	1.541035986	1.953146926	1.986403239	1.427861249	1.021189862	1.501857717	2.072006257	1.449037367	1.419885347	2.640855146	1.420590296	1.893050008	1.580614057	1.890340342	1.904554058	1.357196934	1.118313754	0.896084493	1.23243619	0.827240744	1.486957744	0.938999015	1.154981455	0.734610994	1.028665435	0.918794712	1.361694118	1.707879946	1.191394219	1.806160468	1.551860618
rppa-PRDX1|PRDX1	-1.381851427	-1.689112917	-1.685720941	-1.655519545	-1.642466727	-1.185229527	-1.612835471	-1.214093141	-1.304528865	-1.457924922	-1.674808814	-1.540096079	-1.47605337	-1.364387054	-1.955530892	-1.119387638	-1.500943653	-1.653930989	-1.528310174	-1.642865104	-1.87075381	-1.864871754	-1.566099684	-1.815501982	-1.766121212	-1.632404035	-1.499483098	-1.385876093	-1.77800103	-1.623612082	-1.475680989	-1.629119723	-1.585907502	-2.022659702	-1.894567486	-1.946103782	-1.471378103	-1.672260851	-1.443396314	-1.711849881	-1.475188196	-1.475417145	-1.739768242	-1.85867154	-1.592886484	-1.655161827	-1.392734326	-1.793425623	-1.846284097	-1.732154346	-1.628158384	-1.756805023	-1.25087397	-1.961442121	-1.537121619	-1.609628093	-1.526575265	-1.456278766	-1.748928438	-1.760385608	-1.814481646	-1.661882103	-1.534762005	-1.624381617	-1.71766244	-1.229160605	-1.500758964	-1.807057361	-1.670150381	-1.536772578	-1.958070214	-1.685125067	-1.241551722	-1.590031686	-1.670747593	-1.64238606	-1.633213718	-1.311871333	-0.099784384	-1.220355341	-1.769154993	-1.640281538	-1.728527267	-1.616785973	-1.5178381
rppa-RAB11A_RAB11B|Rab11	-0.406041069	-0.346116471	-0.668774486	-0.772315389	-0.367739305	-0.354769618	-0.477762219	-0.612801821	-0.402288419	-0.363186455	-0.85063973	-0.530862443	-0.737194363	-0.613345947	-0.7269989	-0.747351335	-0.498176501	-0.303773692	-0.348220921	-0.822854597	-0.628400792	-0.65617559	-0.603823807	-0.791430359	-0.403537407	-0.611648325	-0.8474889	-0.822447019	-0.35400965	-0.471922012	-0.582418954	-0.449608235	-0.873996572	-0.781500811	-0.548654956	-0.652876762	-0.865169554	-0.581727417	-0.575747789	-0.47801021	-0.836942611	-0.775500418	-1.028815217	-0.553048375	-0.565921623	-0.342807974	-0.658651358	-0.858407021	-0.678285714	-0.841618815	-0.64614814	-0.655311852	-0.630513265	-0.34289475	-0.603064722	-0.657223981	-0.338679049	-0.709970143	-0.697544388	-0.840942991	-0.567186077	-0.483200509	-0.482587489	-0.571249897	-0.849533162	-0.689712352	-0.802672364	-0.812958637	-0.571643476	-0.759729463	-0.756666553	-0.755287947	-0.318687285	-0.037906044	-0.743633787	-0.747482615	-0.739688132	-0.303158283	0.436770697	-0.55633672	-0.755489805	-0.722619175	-0.579690646	-0.327246289	-0.56798769
rppa-RAB25|Rab25	-0.847025026	0.480893384	-0.923173261	-0.679211315	-1.376357151	-0.142882694	-0.693117564	-0.900055087	-0.574091822	-0.285322796	-2.149253316	-1.310172308	-0.603079371	-1.131894898	-1.130666886	-0.617180839	-0.783528616	-0.457349637	-0.211401642	-0.358421248	-1.841071225	-0.896240102	-1.212737395	-0.748456427	-1.045791125	-0.55976781	-0.918570828	-0.863448496	-0.699867067	-1.239174523	-1.067847615	-1.097856591	-0.432188516	-1.119245815	-2.355301659	-1.476058398	-0.972326048	-0.601270074	-0.301781289	-1.282601775	-0.446601342	-1.500864145	-1.699270337	-1.609263535	-0.807611203	-0.197739182	-0.483616982	-1.069658999	-0.913199363	-1.295990765	-2.298062217	0.413300782	-0.727285138	-1.450857446	-0.929791031	-1.057474551	-1.122672129	-1.210221364	-0.910480751	-0.70104408	-2.1045491	-0.938344858	-0.971263002	1.288038755	-1.152595145	-2.145663524	-0.511192132	-1.177599385	-1.052191447	0.295151669	-1.62670297	-0.887554915	-0.754154439	-1.591820866	-0.768678937	-1.279371137	-0.939556656	-0.550555048	-2.358587552	-0.587198729	-1.289463129	-0.986186433	-0.771222709	-0.807040535	-1.579322425
rppa-RPTOR|Raptor	1.048746846	1.081255379	1.140451996	0.940074111	0.843846008	1.412038243	1.131748168	1.490941732	0.961183146	1.328306737	0.924170491	0.947649123	1.288279432	0.956294458	1.542563384	1.163515235	1.103516372	1.291940192	1.034378779	1.13600466	1.065607846	1.422465471	1.039046517	0.969110319	1.164838563	1.069748299	1.135229614	0.905735713	1.226021025	1.016627882	1.048773451	1.31265171	1.12729788	1.198719595	1.077427697	1.029804297	0.983765953	0.931244557	1.228379584	1.096521776	1.262398061	0.985582816	0.932091104	1.112282343	1.135842527	0.928304448	1.190866523	1.006698303	1.025281997	1.156097372	1.084862964	1.112899467	1.214885214	1.200279206	1.174123635	1.15561149	1.001390729	0.9856525	0.925421819	1.114057129	0.962301636	1.221052312	1.106082282	1.268861697	1.143102607	1.01788729	1.080608961	1.139075226	0.996171272	1.132729349	0.995457284	1.170578667	1.369854448	0.393016681	1.235631668	1.062127708	1.171250156	0.904646805	0.884042473	1.167169757	1.146186931	1.106602073	0.9858896	1.191339775	1.108580416
rppa-RBM15|RBM15	0.149568302	0.81849183	0.266114511	1.978496837	1.048493576	0.454714034	0.582269516	1.279804383	1.067630431	0.545735818	2.203606687	1.035163288	0.257846831	0.415488862	1.43440863	0.503566323	1.371675461	0.927670649	0.561667717	1.200145001	0.151357963	2.226831297	1.746327114	1.502219	0.40783316	0.761188434	0.581937148	1.751133018	0.109672968	0.382314475	1.53669632	0.629188754	1.769394825	1.292637079	-0.029740904	0.784230808	1.397876957	1.355567483	-0.375827118	0.442400152	0.376077996	1.769523693	1.703928736	-0.143054622	0.56975717	0.896908237	0.806348882	2.07834612	1.108829251	1.70577705	2.317549489	0.67582007	-0.472951347	0.766102944	0.842282655	0.428439915	0.503270508	1.672463369	1.525516828	1.971543938	0.657044272	0.705750292	1.576301461	0.717470335	1.265168824	1.082572819	0.550635238	0.629289384	1.18653192	0.015000906	0.100373177	1.6809321	0.811013631	1.252877605	1.523698189	1.256311487	1.385636695	0.725604107	0.442380157	0.174510678	0.240489711	0.762865979	1.882889421	0.859878576	1.05305196
rppa-RICTOR|Rictor	5.620696497	5.557791599	6.06833654	3.162336857	5.179678532	5.102180981	6.559970173	3.495732168	4.088132052	5.791805602	0.475328709	4.896048765	5.057768106	4.08973913	4.836242022	4.084441955	4.34539633	4.357939898	5.802801241	4.129826223	5.293289949	3.263268808	4.072227587	4.15127302	6.562571541	6.084241536	3.476814305	1.739200692	5.988634658	5.549478309	2.699216765	6.066823454	2.464601134	3.797591824	3.874501285	5.144544619	2.920066211	4.023239147	5.353799975	6.273790345	5.54289186	2.612245013	2.709473785	6.509586049	3.939223385	5.683057357	2.244094018	4.060315818	5.850212978	3.687857165	1.183371612	4.477892412	4.799438284	4.2144803	3.752822642	5.787866715	4.600324162	2.507050921	3.427831381	4.033053664	4.858961649	4.639558952	4.280593432	5.78372966	3.030310428	3.67666523	4.737551487	4.678301508	5.487313037	5.306300141	3.472003164	3.615993012	2.749983158	2.710414227	4.858220532	4.482780374	2.81801478	5.496454343	1.176844658	4.165463952	4.566334542	5.094614911	3.344075112	4.124973869	2.516892859
rppa-RICTOR|Rictor_pT1135	0.286086319	0.327986097	0.918675605	0.362780753	0.084893326	0.0040347	0.025140912	0.730615491	-0.040871616	0.207990891	-0.147615146	0.21870007	0.938549183	0.490694468	-0.055686066	0.846204501	0.019279668	0.846372255	0.345953785	0.375444277	0.323577116	0.605475734	0.07470471	0.597321916	0.16468501	0.118058321	0.709643394	0.433246682	0.194865152	0.128970773	0.552786037	-0.040956569	0.488765494	0.774401157	1.41117108	-0.05732355	0.30083398	0.060662692	0.729273549	0.126337874	0.95839729	0.26266031	0.347177413	0.28859802	0.964186126	0.341908089	0.684258887	0.35641053	0.115408684	0.461724102	0.085707046	0.801530737	0.787982253	0.006618312	0.694438054	0.135082168	0.138126952	0.581469947	0.439607884	0.574158862	0.242906506	-0.017600015	0.131192352	0.129988859	0.603865191	0.20818426	0.745846515	0.819051551	0.090177444	1.056341844	1.044243439	0.615770449	-0.127284327	2.096548964	0.47325339	0.80519208	0.605824487	0.154175801	0.589216908	1.174974515	0.895009532	-0.055107407	-0.073162819	1.09458674	-0.048361558
rppa-SCD1|SCD1	-1.201070301	-1.477802466	-1.426606332	-1.426606332	-1.56481581	-1.100375231	-1.080054387	-1.199762243	-1.198258575	-1.450623556	-1.75692226	-1.42052226	-1.662386901	-1.239255273	-1.387239809	-1.426606332	-1.15218305	-1.426606332	-1.346631275	-1.596399936	-1.763601731	-1.465486842	-1.552687569	-1.611955307	-1.204440787	-1.668023788	-1.636954347	-1.29211949	-1.363271262	-1.378710199	-1.426606332	-1.526225156	-1.592470798	-1.426606332	-1.940083315	-1.712697514	-1.125714512	-1.581841389	-1.265693983	-1.510266977	-1.900756837	-1.330180459	-1.702213795	-1.638403722	-1.379404129	-1.368528666	-1.578786067	-1.472034355	-1.653301004	-1.532610013	-1.66355699	-1.730358143	-1.122565591	-1.796435871	-1.345007318	-1.419348765	-1.376584611	-1.423896482	-1.426606332	-1.608776172	-1.809860656	-0.944891752	-0.565549538	-1.573634764	-1.837277161	-1.83811476	-1.557988875	-1.996771115	-1.419357971	-1.394147999	-2.216991928	-1.469359873	-0.972373284	-3.404436778	-1.752131502	-1.43008366	-1.549284765	-1.134636877	-1.730725695	-1.402751365	-1.452421353	-1.675253449	-1.450348517	-1.499517964	-1.356795658
rppa-SRSF1|SF2	-2.149795324	-2.010487428	-1.866351214	-1.358142659	-1.701043013	-1.864797683	-1.737918285	-1.40378231	-1.585490229	-1.991346136	-1.341246156	-1.738505409	-1.988145701	-1.312814646	-1.477266121	-1.088192435	-1.947124789	-1.36709004	-2.067736203	-1.636540942	-2.437384042	-1.507911769	-1.564787841	-1.460395091	-2.011443347	-2.051894879	-2.017438611	-1.431498866	-2.106042262	-1.979534072	-1.896853744	-1.790014228	-1.90686759	-1.381401429	-2.282003524	-1.91117408	-1.207120255	-1.672615995	-1.351475109	-2.029203213	-1.634295447	-1.498072129	-1.556390059	-2.424925572	-1.307601479	-1.918009256	-1.636036179	-1.458315256	-1.651175154	-1.31380249	-1.153408162	-1.760620333	-1.80857676	-2.043456047	-2.328395193	-2.00468197	-1.885954748	-1.557064067	-1.704067607	-1.809932632	-2.154772705	-1.940864757	-1.39425567	-1.86477194	-1.598769105	-1.944199302	-1.670791134	-1.816272656	-1.747348173	-2.043431743	-1.89543782	-1.401285317	-1.62985151	-2.502933787	-1.597800502	-1.674349181	-1.683235436	-2.064345025	-2.532820431	-1.615527336	-1.325164984	-1.710510768	-1.263676529	-1.216741704	-1.631196964
rppa-WWTR1|TAZ	0.438475076	0.287195683	0.242075286	-0.056236362	0.024809707	0.250834001	0.129187846	0.165193792	0.218387485	0.14603524	0.047967179	0.115627006	0.192910513	0.212086328	0.202220678	0.202781541	0.138475649	0.160825853	0.163699199	0.138233938	0.388394348	0.205878381	0.208041434	0.059387975	0.019587434	0.328062413	0.215746157	0.130260044	0.165329669	0.359868317	0.106097208	0.116961909	0.133760888	0.163503252	0.658694252	0.095748327	0.082757874	0.194003339	0.259547692	0.086126501	0.692692391	0.01389754	-0.018631672	0.315545574	0.200320407	0.141483603	0.145094223	0.18930826	0.099949992	1.541859613	-0.063970584	0.252235333	0.130745796	0.151657811	0.191896652	-0.027379801	0.11575223	-0.023169499	0.011842428	0.062219735	0.171655633	0.260887603	0.285532619	0.091988429	0.071084367	0.137801985	0.128199276	0.109743443	-0.012963794	0.368869279	0.178618351	0.11421406	0.250606092	0.730117484	0.223246926	0.250262306	0.017726357	0.226372671	0.478145862	0.293131573	0.125372262	0.141975571	0.230977238	0.115202761	0.240782013
rppa-TIGAR|TIGAR	0.747957054	0.940986448	0.380648454	0.281199359	0.880786171	0.800804432	0.451710469	0.445303702	0.477472189	0.769155708	0.773681489	0.396538774	0.30771771	0.488095259	0.761586413	0.354600561	0.596332944	0.04390778	0.726230668	0.214310114	0.346242456	0.520584345	0.53227991	0.093792327	0.263956158	0.423820879	0.170470026	0.631768467	0.41651439	0.595684672	0.531219855	0.950860188	0.261466636	0.353085808	0.313540622	0.225038835	0.283833308	0.690950415	0.241386981	0.64680171	0.270396647	0.530154212	0.581489554	0.548063992	0.343200348	0.389184922	0.49282032	0.513390738	0.339354384	0.124130097	0.481129067	0.702962355	0.393977357	0.608894355	0.372565936	0.455861977	0.836884245	0.086566038	0.150845113	-0.016007201	0.582732701	0.459305505	1.034183319	0.723405924	0.41530037	1.133632014	0.349108563	0.308863985	0.018947225	0.171568312	0.198165343	0.140212258	1.57342726	0.088957609	0.678870986	0.577803479	0.864656647	0.161250303	1.083177068	0.32625006	0.403029896	0.54264764	0.280785464	0.099917428	1.200493725
rppa-TGM2|Transglutaminase	0.49246359	0.92397356	0.278714012	-0.704362121	-0.110512262	0.300051661	-0.02770001	-0.02991017	0.420628922	0.440220269	0.30083235	-0.281418855	0.539008669	0.061433477	-0.189547703	0.187961747	-0.476945559	0.164149838	-0.109949692	0.292896652	-0.013379389	-0.124861629	0.138769579	0.288338699	-0.148602337	0.291034518	-0.005724719	-0.365891466	-0.21820387	0.227006692	0.169283088	0.660796011	-0.470405526	0.152163636	0.14232763	-0.398297086	-0.212235161	0.39737804	-0.123683618	0.255320713	1.014933348	0.255131529	0.584898639	0.27790076	0.324830903	-0.382594664	0.082318877	0.310872464	-0.384866282	-0.149785708	-0.747127125	-0.261075682	0.596995036	0.074744626	0.301951011	0.858300303	-0.037590254	-0.098048115	0.158005121	-0.482101205	0.484111383	1.334215881	0.971914417	0.298444693	-0.403261001	0.987681705	0.200420626	-0.01597043	-0.016134315	0.526497754	-0.589865685	-0.692112835	0.115627037	0.256518296	0.474539593	1.458053703	0.019707701	-0.614962363	0.468342741	0.996759581	0.004176174	1.03469712	-0.412312183	0.431270683	-0.212172975
